job_index,resume_index,similarity,label_0.7,label_0.71,label_0.72,label_0.73,label_0.74,label_0.75,label_0.76,label_0.77,label_0.78,label_0.79,label_0.8,label_0.81,label_0.82,label_0.83,label_0.84,label_0.85
7,2413,0.7664436101913452,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
7,1234,0.7663949728012085,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
7,2099,0.7532023191452026,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
8,81,0.8015649914741516,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
8,758,0.7629202008247375,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
8,1234,0.7527096271514893,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
8,2099,0.7673943638801575,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
8,431,0.8230881690979004,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
8,514,0.7883602380752563,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
8,624,0.7967727184295654,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
8,856,0.7467117309570312,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
8,2413,0.7844933867454529,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
8,1935,0.7687624096870422,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
9,81,0.7815989851951599,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
9,758,0.7638667821884155,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
9,1366,0.7571514844894409,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
9,431,0.7749310731887817,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
9,12,0.8060111403465271,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
9,2413,0.78350430727005,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
9,845,0.7909682989120483,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
9,2331,0.7398443222045898,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
9,856,0.7570104598999023,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
9,624,0.7911467552185059,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
10,758,0.7154831886291504,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,81,0.7493770122528076,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
10,2413,0.7389652132987976,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
10,2099,0.711410403251648,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,845,0.7316036224365234,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
10,1366,0.7461245059967041,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
10,431,0.7681961059570312,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
10,12,0.7653447389602661,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
10,2107,0.7647099494934082,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
10,1869,0.731909990310669,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
11,758,0.7548966407775879,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
11,81,0.7900320887565613,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
11,12,0.7998979687690735,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
11,1366,0.7694631218910217,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
11,431,0.8021149039268494,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
11,2413,0.7803019881248474,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
11,624,0.7873132228851318,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
11,845,0.7773228883743286,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
11,2331,0.7197247743606567,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,2087,0.7486319541931152,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
12,758,0.7721327543258667,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
12,81,0.8249322175979614,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
12,431,0.8142247200012207,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
12,12,0.8223075866699219,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
12,2331,0.7709507942199707,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
12,856,0.7399419546127319,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
12,2099,0.7775675654411316,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
12,1366,0.7770636081695557,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
12,2413,0.7823704481124878,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
12,845,0.7589071393013,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
13,2087,0.8157881498336792,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
13,81,0.8447082042694092,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
13,1048,0.8159611225128174,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
13,1965,0.8473597168922424,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
13,304,0.8127204179763794,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
13,856,0.8199647665023804,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
13,1939,0.7779349684715271,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
13,514,0.841619610786438,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
13,758,0.8374090790748596,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
13,845,0.8419001698493958,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
14,758,0.7584980130195618,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
14,81,0.7954199314117432,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
14,431,0.8070762157440186,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
14,1366,0.7637867331504822,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
14,12,0.8026121854782104,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
14,856,0.748916745185852,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
14,2099,0.7770363092422485,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
14,2107,0.7855444550514221,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
14,2331,0.7508776783943176,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
14,2413,0.7779353260993958,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
15,758,0.7319289445877075,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
15,81,0.7611433267593384,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
15,12,0.7827320098876953,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
15,1366,0.7418537735939026,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
15,2413,0.7587718963623047,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
15,431,0.771385133266449,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
15,845,0.758765697479248,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
15,2331,0.7167220115661621,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,856,0.7209656834602356,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15,624,0.7711880803108215,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
16,81,0.7485891580581665,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
16,758,0.6919107437133789,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,12,0.7439991235733032,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
16,1366,0.7282651662826538,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
16,2413,0.7060810923576355,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,624,0.7282763123512268,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
16,431,0.7952147722244263,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
16,1234,0.6762531399726868,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,856,0.6487656831741333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,1401,0.7073033452033997,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,1875,0.7865632176399231,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
17,431,0.7411484718322754,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
17,422,0.8101319074630737,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
17,2272,0.8248246908187866,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
17,856,0.7944117188453674,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
17,430,0.8389602899551392,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
17,2087,0.8011561632156372,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
17,1230,0.8237987160682678,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
17,2106,0.8169246912002563,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
17,396,0.7832379341125488,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
18,81,0.7945485711097717,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
18,758,0.7334389686584473,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
18,1366,0.7783364653587341,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
18,431,0.8091668486595154,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
18,624,0.7703376412391663,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
18,12,0.7829443216323853,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
18,856,0.7053458094596863,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,2413,0.7654433250427246,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
18,845,0.7520920634269714,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
18,1414,0.7581683397293091,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
19,758,0.8076080679893494,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,81,0.8505446314811707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,1366,0.7884213924407959,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
19,12,0.8524743318557739,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,2331,0.7925288677215576,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
19,261,0.7913482785224915,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
19,1452,0.7972661256790161,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
19,431,0.8021613955497742,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
19,1147,0.7993595600128174,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
19,1965,0.8115386962890625,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
20,758,0.776508629322052,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
20,81,0.8455615639686584,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
20,431,0.842690110206604,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
20,1366,0.7857979536056519,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
20,12,0.8446460366249084,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
20,856,0.7540184259414673,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
20,514,0.8130179047584534,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
20,1234,0.7835548520088196,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
20,862,0.7777290344238281,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
20,2413,0.8042222857475281,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
21,758,0.6927663087844849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,81,0.7409236431121826,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
21,12,0.7420163154602051,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
21,1366,0.738268256187439,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
21,431,0.7899609804153442,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
21,856,0.6542820334434509,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,878,0.7050818800926208,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,2413,0.7232940196990967,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
21,2331,0.6735909581184387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,1414,0.7090371251106262,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,81,0.7964217662811279,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
22,758,0.7421233057975769,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
22,525,0.7955172061920166,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
22,431,0.7928692102432251,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
22,2413,0.7559158205986023,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
22,624,0.7651943564414978,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
22,862,0.7528507113456726,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
22,1234,0.7098221182823181,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,1366,0.7720935344696045,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
22,1401,0.7517813444137573,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
23,758,0.7267209887504578,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23,81,0.7910335063934326,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
23,856,0.7008128762245178,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,12,0.7871485352516174,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
23,845,0.7529700398445129,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
23,1366,0.7719442844390869,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
23,525,0.8372811079025269,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
23,2413,0.7652613520622253,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
23,431,0.8012542724609375,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
23,1401,0.766061007976532,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
24,2331,0.7480073571205139,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
24,758,0.7524101734161377,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
24,431,0.7905464172363281,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
24,81,0.7952952980995178,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
24,12,0.7925332188606262,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
24,1366,0.7500343322753906,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
24,2158,0.7462979555130005,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
24,636,0.787470817565918,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
24,624,0.771274745464325,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
24,2413,0.742354154586792,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
25,81,0.8399792313575745,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
25,758,0.778026282787323,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
25,856,0.7386240363121033,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
25,431,0.8303624987602234,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
25,624,0.7997812032699585,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
25,1366,0.7667747139930725,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
25,12,0.8000064492225647,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
25,2331,0.7955682873725891,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
25,541,0.8151971101760864,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
25,2413,0.7817836999893188,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
26,758,0.7833849191665649,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
26,2094,0.7736735343933105,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
26,431,0.8260901570320129,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
26,1282,0.8256304264068604,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
26,81,0.8184605836868286,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
26,2099,0.799199104309082,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
26,2062,0.807558536529541,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
26,1366,0.777732253074646,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
26,666,0.7458484172821045,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
26,1289,0.8061736226081848,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
27,81,0.8356794118881226,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
27,758,0.8136613965034485,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
27,2331,0.8184192776679993,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
27,1234,0.7354419231414795,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
27,12,0.8661956787109375,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
27,856,0.7898468971252441,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
27,2099,0.8459177017211914,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
27,624,0.847502589225769,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
27,1280,0.8443563580513,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
27,541,0.8284727334976196,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
28,81,0.8288155794143677,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
28,758,0.783275842666626,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
28,431,0.8242791891098022,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
28,2099,0.8007700443267822,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
28,1234,0.7643734812736511,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
28,12,0.8188503980636597,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
28,856,0.766048789024353,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
28,1366,0.7820600867271423,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
28,2331,0.7728933691978455,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
28,1314,0.8081727027893066,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False
29,758,0.7441836595535278,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
29,81,0.7784309387207031,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
29,1366,0.7392899394035339,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
29,431,0.7742847204208374,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
29,12,0.7875991463661194,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
29,845,0.748602032661438,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
29,2331,0.7140148878097534,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,856,0.7543610334396362,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
29,2413,0.7722976207733154,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
29,98,0.7652833461761475,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
30,758,0.7337030172348022,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
30,81,0.7903371453285217,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
30,431,0.7994932532310486,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
30,856,0.7028059363365173,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
